Target:wordPos	utterance	word	log_prob (word|left_context)	word_ph_len	STOI_babble_snr_0	STOI_babble_snr_-5	STOI_babble_snr_5	HRS_babble_snr_5	HRS_babble_snr_0	HRS_babble_snr_-5
33:03:00	everyone has an accent everyone has a unk	accent	-7.89	6	0.767239533	0.66853951	0.877244357	1	0.833333333	0.666666667
33:04:00	everyone has an accent everyone has a unk	everyone	-10.5	7	0.724169222	0.58096006	0.878665809	0.833333333	1	1
33:05:00	everyone has an accent everyone has a unk	has	-2.79	3	0.773457703	0.621769748	0.884244516	1	0.833333333	1
33:06:00	everyone has an accent everyone has a unk	a	-2.04	1	0.761481519	0.680891232	0.928979461	0.333333333	0.666666667	0.666666667
34:01:00	for coming up with my clever solution	coming	-8.9	5	0.845590739	0.727580152	0.913967889	1	1	1
34:02:00	for coming up with my clever solution	up	-1.8	2	0.929872877	0.784745979	0.952129587	0.833333333	0.5	0
34:03:00	for coming up with my clever solution	with	-2.57	3	0.729751852	0.549177518	0.809624346	1	1	1
34:04:00	for coming up with my clever solution	my	-3.73	2	0.689805194	0.581828022	0.888419135	0.833333333	0.833333333	0.833333333
34:05:00	for coming up with my clever solution	clever	-12.29	5	0.837913763	0.724886	0.93260576	1	0.833333333	1
34:06:00	for coming up with my clever solution	solution	-6.85	7	0.717653526	0.658555811	0.764688126	1	1	0.833333333
35:01:00	for coming up with my unk solution	coming	-8.9	5	0.845590739	0.727580152	0.913967889	1	0.833333333	0.666666667
35:02:00	for coming up with my unk solution	up	-1.8	2	0.929872877	0.784745979	0.952129587	0.833333333	0.833333333	0.5
35:03:00	for coming up with my unk solution	with	-2.57	3	0.729751852	0.549177518	0.809624346	0.833333333	0.5	0.166666667
35:04:00	for coming up with my unk solution	my	-3.73	2	0.689805194	0.581828022	0.888419135	0.666666667	0.666666667	0
35:06:00	for coming up with my unk solution	solution	-10.77	7	0.717653526	0.658555811	0.764688126	1	1	0.333333333
36:01:00	getting old daddy 's going to be sixty this year	old	-6.45	3	0.646686508	0.431437073	0.76308229	0.833333333	0.833333333	0.5
36:02:00	getting old daddy 's going to be sixty this year	daddy	-10.17	4	0.783543773	0.614844674	0.909296208	0.833333333	1	0.666666667
36:03:00	getting old daddy 's going to be sixty this year	's	-1.7	3	0.796203933	0.742192137	0.869276556	0.5	0.166666667	0.333333333
36:04:00	getting old daddy 's going to be sixty this year	going	-4.56	4	0.728950568	0.622081554	0.835352551	0.833333333	1	1
36:05:00	getting old daddy 's going to be sixty this year	to	-0.21	2	0.564953928	0.45146134	0.788231969	1	1	1
36:06:00	getting old daddy 's going to be sixty this year	be	-1.27	2	0.709224335	0.659560437	0.741146158	1	1	1
36:07:00	getting old daddy 's going to be sixty this year	sixty	-8.13	6	0.744923386	0.640377205	0.81572912	1	0.833333333	1
36:08:00	getting old daddy 's going to be sixty this year	this	-7.11	3	0.745428853	0.598218695	0.821968415	1	1	0.833333333
36:09:00	getting old daddy 's going to be sixty this year	year	-0.46	3	0.598409242	0.458570848	0.784682023	1	1	1
37:01:00	getting old papa 's going to be sixty this year	old	-6.45	3	0.646686508	0.431437073	0.76308229	1	0.833333333	0.333333333
37:02:00	getting old papa 's going to be sixty this year	papa	-12.39	4	0.791046625	0.612062508	0.853904474	0.833333333	0.166666667	0
37:03:00	getting old papa 's going to be sixty this year	's	-6.18	3	0.796203933	0.742192137	0.869276556	0.333333333	0.166666667	0.166666667
37:04:00	getting old papa 's going to be sixty this year	going	-5.78	4	0.728950568	0.622081554	0.835352551	0.833333333	1	1
37:05:00	getting old papa 's going to be sixty this year	to	-0.43	2	0.564953928	0.45146134	0.788231969	0.833333333	1	1
37:06:00	getting old papa 's going to be sixty this year	be	-1.04	2	0.709224335	0.659560437	0.741146158	1	1	1
37:07:00	getting old papa 's going to be sixty this year	sixty	-7.84	6	0.744923386	0.640377205	0.81572912	1	1	1
37:08:00	getting old papa 's going to be sixty this year	this	-7.22	3	0.745428853	0.598218695	0.821968415	1	1	1
37:09:00	getting old papa 's going to be sixty this year	year	-0.45	3	0.598409242	0.458570848	0.784682023	1	1	1
38:01:00	have you got a joke grandma unk	you	-3.16	2	0.589431956	0.634635308	0.557849016	1	1	0.5
38:02:00	have you got a joke grandma unk	got	-3.9	3	0.898186825	0.840551512	0.929103984	1	1	0.833333333
38:03:00	have you got a joke grandma unk	a	-1.8	1	0.761481519	0.680891232	0.928979461	1	1	0.833333333
38:04:00	have you got a joke grandma unk	joke	-8.83	3	0.848866492	0.700746095	0.931734383	1	1	1
38:05:00	have you got a joke grandma unk	grandma	-13.65	7	0.739247271	0.570938739	0.810936264	1	1	0.333333333
39:01:00	have you got a joke grandmother unk	you	-3.16	2	0.589431956	0.634635308	0.557849016	1	1	0.833333333
39:02:00	have you got a joke grandmother unk	got	-3.9	3	0.898186825	0.840551512	0.929103984	0.833333333	1	0.833333333
39:03:00	have you got a joke grandmother unk	a	-1.8	1	0.761481519	0.680891232	0.928979461	1	1	0.833333333
39:04:00	have you got a joke grandmother unk	joke	-8.83	3	0.848866492	0.700746095	0.931734383	0.833333333	0.833333333	0.833333333
39:05:00	have you got a joke grandmother unk	grandmother	-13.36	9	0.69155189	0.574601408	0.9067105	1	0.833333333	0
40:01:00	he could basically just come nobody would care would they unk	could	-4.6	3	0.866933357	0.612272572	0.940696229	0.833333333	1	0
40:02:00	he could basically just come nobody would care would they unk	basically	-7.94	7	0.686723102	0.52672974	0.811088457	1	1	0.833333333
40:03:00	he could basically just come nobody would care would they unk	just	-4.82	4	0.8411935	0.745229078	0.843011374	0.666666667	1	0.666666667
40:04:00	he could basically just come nobody would care would they unk	come	-4.11	3	0.820600969	0.673611291	0.929566862	1	0.666666667	0
40:05:00	he could basically just come nobody would care would they unk	nobody	-12.42	6	0.689656953	0.541009724	0.830814389	0.5	0.833333333	0.833333333
40:06:00	he could basically just come nobody would care would they unk	would	-4.7	3	0.831415596	0.638307008	0.890644965	1	1	1
40:07:00	he could basically just come nobody would care would they unk	care	-6.63	3	0.753324426	0.477568106	0.926918036	1	0.833333333	1
40:08:00	he could basically just come nobody would care would they unk	would	-7.73	3	0.831415596	0.638307008	0.890644965	1	1	1
40:09:00	he could basically just come nobody would care would they unk	they	-5.82	2	0.769852066	0.662375908	0.90448277	1	1	1
41:01:00	he could essentially just come nobody would care would they unk	could	-4.6	3	0.866933357	0.612272572	0.940696229	1	0.833333333	0
41:02:00	he could essentially just come nobody would care would they unk	essentially	-9.78	8	0.73742205	0.607319675	0.826801975	1	0.833333333	0.166666667
41:03:00	he could essentially just come nobody would care would they unk	just	-5.07	4	0.8411935	0.745229078	0.843011374	0.833333333	0.5	0
41:04:00	he could essentially just come nobody would care would they unk	come	-3.98	3	0.820600969	0.673611291	0.929566862	1	0.833333333	0.166666667
41:05:00	he could essentially just come nobody would care would they unk	nobody	-12.36	6	0.689656953	0.541009724	0.830814389	0.833333333	0.666666667	0
41:06:00	he could essentially just come nobody would care would they unk	would	-4.63	3	0.831415596	0.638307008	0.890644965	1	1	0.333333333
41:07:00	he could essentially just come nobody would care would they unk	care	-6.59	3	0.753324426	0.477568106	0.926918036	1	0.833333333	0.5
41:08:00	he could essentially just come nobody would care would they unk	would	-7.72	3	0.831415596	0.638307008	0.890644965	1	1	0.333333333
41:09:00	he could essentially just come nobody would care would they unk	they	-5.85	2	0.769852066	0.662375908	0.90448277	1	1	0.333333333
42:01:00	he might make an exception that weekend if you are up	might	-6.13	3	0.828524308	0.673898519	0.928520435	0.833333333	1	0.666666667
42:02:00	he might make an exception that weekend if you are up	make	-4.81	3	0.791414629	0.709297158	0.936445517	1	1	0.833333333
42:03:00	he might make an exception that weekend if you are up	an	-4.74	2	0.797221882	0.62322319	0.889931886	1	1	0.666666667
42:04:00	he might make an exception that weekend if you are up	exception	-9.41	8	0.856405617	0.774379987	0.908794873	1	0.833333333	0.666666667
42:05:00	he might make an exception that weekend if you are up	that	-3.87	3	0.858494095	0.774072043	0.960537108	0.833333333	1	0.333333333
42:06:00	he might make an exception that weekend if you are up	weekend	-11.39	6	0.756050359	0.676565984	0.892846026	1	1	0.5
42:07:00	he might make an exception that weekend if you are up	if	-4.67	2	0.744759142	0.725225774	0.880699382	1	1	0.333333333
42:08:00	he might make an exception that weekend if you are up	you	-1.31	2	0.589431956	0.634635308	0.557849016	1	0.666666667	0.666666667
42:09:00	he might make an exception that weekend if you are up	are	-4.24	2	0.731639388	0.417510853	0.799962084	0.333333333	0.333333333	0
42:10:00	he might make an exception that weekend if you are up	up	-5.14	2	0.929872877	0.784745979	0.952129587	0.833333333	0.833333333	0.333333333
43:01:00	he might make an exclusion that weekend if you are up	might	-6.13	3	0.828524308	0.673898519	0.928520435	1	0.833333333	0.333333333
43:02:00	he might make an exclusion that weekend if you are up	make	-4.81	3	0.791414629	0.709297158	0.936445517	1	1	0.333333333
43:03:00	he might make an exclusion that weekend if you are up	an	-4.74	2	0.797221882	0.62322319	0.889931886	1	1	0.333333333
43:04:00	he might make an exclusion that weekend if you are up	exclusion	-11.77	9	0.652875625	0.585748914	0.823150059	0.833333333	1	0.833333333
43:05:00	he might make an exclusion that weekend if you are up	that	-5.69	3	0.858494095	0.774072043	0.960537108	1	0.5	0.333333333
43:06:00	he might make an exclusion that weekend if you are up	weekend	-11.1	6	0.756050359	0.676565984	0.892846026	0.833333333	1	0.333333333
43:07:00	he might make an exclusion that weekend if you are up	if	-4.7	2	0.744759142	0.725225774	0.880699382	1	1	0.166666667
43:08:00	he might make an exclusion that weekend if you are up	you	-1.26	2	0.589431956	0.634635308	0.557849016	1	0.666666667	0.166666667
43:09:00	he might make an exclusion that weekend if you are up	are	-4.28	2	0.731639388	0.417510853	0.799962084	0.166666667	0.666666667	0.166666667
43:10:00	he might make an exclusion that weekend if you are up	up	-5.11	2	0.929872877	0.784745979	0.952129587	1	1	0.5
44:01:00	i did ask for your frog in the hole for you	did	-4.23	3	0.690796901	0.530016586	0.836438525	0.666666667	0.166666667	0.333333333
44:02:00	i did ask for your frog in the hole for you	ask	-9.07	3	0.732914218	0.635947147	0.835742029	1	1	0.666666667
44:03:00	i did ask for your frog in the hole for you	for	-3.38	3	0.683631202	0.429919015	0.7482703	1	1	0.666666667
44:04:00	i did ask for your frog in the hole for you	your	-5.22	3	0.77838118	0.385199197	0.836574006	0.333333333	0.666666667	0
44:05:00	i did ask for your frog in the hole for you	frog	-12.59	4	0.855143437	0.620404883	0.927191916	0.666666667	1	0.5
44:06:00	i did ask for your frog in the hole for you	in	-6.43	2	0.698548189	0.501917747	0.730330444	0.666666667	1	0.5
44:07:00	i did ask for your frog in the hole for you	the	-1.69	2	0.537922917	0.199520389	0.664877878	0.833333333	1	0.166666667
44:08:00	i did ask for your frog in the hole for you	hole	-7.43	3	0.747331109	0.634438446	0.885653242	0.5	0.5	0
44:09:00	i did ask for your frog in the hole for you	for	-3.96	3	0.683631202	0.429919015	0.7482703	1	1	0.666666667
44:10:00	i did ask for your frog in the hole for you	you	-3.28	2	0.589431956	0.634635308	0.557849016	1	0.5	0.833333333
45:01:00	i did ask for your unk in the hole for you	did	-4.23	3	0.690796901	0.530016586	0.836438525	0.5	0.666666667	0.5
45:02:00	i did ask for your unk in the hole for you	ask	-9.07	3	0.732914218	0.635947147	0.835742029	0.5	0.833333333	0.666666667
45:03:00	i did ask for your unk in the hole for you	for	-3.38	3	0.683631202	0.429919015	0.7482703	1	1	0.5
45:04:00	i did ask for your unk in the hole for you	your	-5.22	3	0.77838118	0.385199197	0.836574006	0.333333333	0.5	0
45:06:00	i did ask for your unk in the hole for you	in	-4.78	2	0.698548189	0.501917747	0.730330444	1	1	0.666666667
45:07:00	i did ask for your unk in the hole for you	the	-1.58	2	0.537922917	0.199520389	0.664877878	1	1	0.833333333
45:08:00	i did ask for your unk in the hole for you	hole	-7.58	3	0.747331109	0.634438446	0.885653242	1	1	0.833333333
45:09:00	i did ask for your unk in the hole for you	for	-3.9	3	0.683631202	0.429919015	0.7482703	1	1	0.5
45:10:00	i did ask for your unk in the hole for you	you	-3.25	2	0.589431956	0.634635308	0.557849016	1	1	0.333333333
46:02:00	i unk some package and it did not work	some	-5.39	3	0.82445674	0.931530056	0.942474391	1	0.5	0.333333333
46:03:00	i unk some package and it did not work	package	-10.18	5	0.814900916	0.728514868	0.832443815	1	1	0.833333333
46:04:00	i unk some package and it did not work	and	-3.87	3	0.787526494	0.643693002	0.870525041	1	1	0.833333333
46:05:00	i unk some package and it did not work	it	-4.73	2	0.827461182	0.765324546	0.914102825	1	1	1
46:06:00	i unk some package and it did not work	did	-5.43	3	0.690796901	0.530016586	0.836438525	1	1	1
46:07:00	i unk some package and it did not work	not	-3.2	3	0.83510231	0.774108485	0.955440843	1	0.833333333	1
46:08:00	i unk some package and it did not work	work	-2.66	3	0.829268597	0.636914856	0.805452379	1	1	1
47:02:00	i unk some software and it did not work	some	-5.39	3	0.82445674	0.931530056	0.942474391	1	1	0.666666667
47:03:00	i unk some software and it did not work	software	-8.83	7	0.846029598	0.723318619	0.900684864	1	1	1
47:04:00	i unk some software and it did not work	and	-3.23	3	0.787526494	0.643693002	0.870525041	1	1	0.666666667
47:05:00	i unk some software and it did not work	it	-4.79	2	0.827461182	0.765324546	0.914102825	1	1	1
47:06:00	i unk some software and it did not work	did	-5.5	3	0.690796901	0.530016586	0.836438525	1	1	1
47:07:00	i unk some software and it did not work	not	-3.2	3	0.83510231	0.774108485	0.955440843	1	1	1
47:08:00	i unk some software and it did not work	work	-2.62	3	0.829268597	0.636914856	0.805452379	1	1	1
48:02:00	i unk we have never been in a premier inn	we	-4.69	2	0.690625393	0.385075561	0.802476881	1	1	0.5
48:03:00	i unk we have never been in a premier inn	have	-2.3	3	0.749897515	0.655628398	0.898080459	1	0.833333333	0.5
48:04:00	i unk we have never been in a premier inn	never	-5.47	4	0.817607558	0.735901526	0.922761522	1	1	0.666666667
48:05:00	i unk we have never been in a premier inn	been	-1.73	3	0.526757082	0.459386578	0.659084664	1	1	0.666666667
48:06:00	i unk we have never been in a premier inn	in	-2.42	2	0.698548189	0.501917747	0.730330444	1	1	0.333333333
48:07:00	i unk we have never been in a premier inn	a	-2.12	1	0.761481519	0.680891232	0.928979461	0.833333333	1	0.166666667
48:08:00	i unk we have never been in a premier inn	premier	-12.18	6	0.780217237	0.659360641	0.925389522	1	1	0.333333333
48:09:00	i unk we have never been in a premier inn	inn	-10.47	2	0.825430217	0.4364362	0.826899802	1	1	0.333333333
49:02:00	i unk we have never been in a premier lodge	we	-4.69	2	0.690625393	0.385075561	0.802476881	1	1	0.5
49:03:00	i unk we have never been in a premier lodge	have	-2.3	3	0.749897515	0.655628398	0.898080459	0.833333333	1	0.333333333
49:04:00	i unk we have never been in a premier lodge	never	-5.47	4	0.817607558	0.735901526	0.922761522	1	1	0.833333333
49:05:00	i unk we have never been in a premier lodge	been	-1.73	3	0.526757082	0.459386578	0.659084664	1	1	1
49:06:00	i unk we have never been in a premier lodge	in	-2.42	2	0.698548189	0.501917747	0.730330444	0.833333333	1	0.666666667
49:07:00	i unk we have never been in a premier lodge	a	-2.12	1	0.761481519	0.680891232	0.928979461	0.833333333	1	0.333333333
49:08:00	i unk we have never been in a premier lodge	premier	-12.18	6	0.780217237	0.659360641	0.925389522	1	1	1
49:09:00	i unk we have never been in a premier lodge	lodge	-10.51	3	0.822004864	0.734535611	0.898728697	1	0.833333333	0.333333333
50:01:00	i know it is a bit more vast and unk but	know	-3.78	2	0.799041758	0.513410565	0.871580729	1	1	0.833333333
50:02:00	i know it is a bit more vast and unk but	it	-2.99	2	0.827461182	0.765324546	0.914102825	1	1	0.666666667
50:03:00	i know it is a bit more vast and unk but	is	-2.73	2	0.678812749	0.555596235	0.663419503	1	1	0.666666667
50:04:00	i know it is a bit more vast and unk but	a	-2.57	1	0.761481519	0.680891232	0.928979461	1	1	0.166666667
50:05:00	i know it is a bit more vast and unk but	bit	-6.29	3	0.759860496	0.739109091	0.901813986	1	1	0.166666667
50:06:00	i know it is a bit more vast and unk but	more	-2.36	3	0.57248485	0.339456155	0.66307341	1	0.833333333	0.166666667
50:07:00	i know it is a bit more vast and unk but	vast	-11.25	4	0.736352542	0.62377969	0.853474965	1	0.833333333	0.166666667
50:08:00	i know it is a bit more vast and unk but	and	-4.84	3	0.787526494	0.643693002	0.870525041	1	1	0.333333333
50:10:00	i know it is a bit more vast and unk but	but	-3.67	3	0.843730714	0.775294092	0.966911146	1	0.833333333	0
51:01:00	i know it is a bit more vast and rough but	know	-3.78	2	0.799041758	0.513410565	0.871580729	1	1	1
51:02:00	i know it is a bit more vast and rough but	it	-2.99	2	0.827461182	0.765324546	0.914102825	1	1	1
51:03:00	i know it is a bit more vast and rough but	is	-2.73	2	0.678812749	0.555596235	0.663419503	1	1	1
51:04:00	i know it is a bit more vast and rough but	a	-2.57	1	0.761481519	0.680891232	0.928979461	1	0.833333333	0
51:05:00	i know it is a bit more vast and rough but	bit	-6.29	3	0.759860496	0.739109091	0.901813986	1	1	0
51:06:00	i know it is a bit more vast and rough but	more	-2.36	3	0.57248485	0.339456155	0.66307341	1	0.833333333	0
51:07:00	i know it is a bit more vast and rough but	vast	-11.25	4	0.736352542	0.62377969	0.853474965	1	0.833333333	0
51:08:00	i know it is a bit more vast and rough but	and	-4.84	3	0.787526494	0.643693002	0.870525041	1	0.833333333	0
51:09:00	i know it is a bit more vast and rough but	rough	-8.35	3	0.874829422	0.759899814	0.917332033	1	0.666666667	0
51:10:00	i know it is a bit more vast and rough but	but	-5.43	3	0.843730714	0.775294092	0.966911146	1	0.666666667	0.166666667
52:01:00	i say club it was more of a disco	say	-6.38	2	0.82635397	0.756810246	0.954856433	1	1	0.166666667
52:02:00	i say club it was more of a disco	club	-11.4	4	0.821728492	0.634200806	0.922461698	0.666666667	0.5	0
52:03:00	i say club it was more of a disco	it	-4.6	2	0.827461182	0.765324546	0.914102825	1	0.833333333	0.166666667
52:04:00	i say club it was more of a disco	was	-3.27	3	0.727564693	0.537003996	0.760263436	1	1	0.166666667
52:05:00	i say club it was more of a disco	more	-4.93	3	0.57248485	0.339456155	0.66307341	1	1	0.5
52:06:00	i say club it was more of a disco	of	-2.37	2	0.759014466	0.64002209	0.893290755	1	1	0.333333333
52:07:00	i say club it was more of a disco	a	-0.26	1	0.761481519	0.680891232	0.928979461	1	1	0.666666667
52:08:00	i say club it was more of a disco	disco	-11.82	5	0.777967232	0.644240366	0.865272417	1	1	0.333333333
53:01:00	i say unk it was more of a disco	say	-6.38	2	0.82635397	0.756810246	0.954856433	1	1	0.333333333
53:03:00	i say unk it was more of a disco	it	-3.54	2	0.827461182	0.765324546	0.914102825	1	0.833333333	0.333333333
53:04:00	i say unk it was more of a disco	was	-2.9	3	0.727564693	0.537003996	0.760263436	1	0.833333333	0.333333333
53:05:00	i say unk it was more of a disco	more	-5.17	3	0.57248485	0.339456155	0.66307341	1	1	0.5
53:06:00	i say unk it was more of a disco	of	-2.32	2	0.759014466	0.64002209	0.893290755	1	1	0.5
53:07:00	i say unk it was more of a disco	a	-0.24	1	0.761481519	0.680891232	0.928979461	1	1	0.5
53:08:00	i say unk it was more of a disco	disco	-11.86	5	0.777967232	0.644240366	0.865272417	1	0.833333333	0.833333333
54:01:00	i think it is a splendid idea	think	-2.64	4	0.848501602	0.509958674	0.892166455	1	1	1
54:02:00	i think it is a splendid idea	it	-1.94	2	0.827461182	0.765324546	0.914102825	1	1	1
54:03:00	i think it is a splendid idea	is	-2.9	2	0.678812749	0.555596235	0.663419503	1	1	1
54:04:00	i think it is a splendid idea	a	-2.23	1	0.761481519	0.680891232	0.928979461	1	1	1
54:05:00	i think it is a splendid idea	splendid	-11.89	8	0.744287551	0.576020281	0.850822945	1	1	1
54:06:00	i think it is a splendid idea	idea	-4.83	4	0.691913527	0.539927464	0.852051651	1	1	1
55:01:00	i think it is an excellent idea	think	-2.64	4	0.848501602	0.509958674	0.892166455	1	1	1
55:02:00	i think it is an excellent idea	it	-1.94	2	0.827461182	0.765324546	0.914102825	1	1	0.833333333
55:03:00	i think it is an excellent idea	is	-2.9	2	0.678812749	0.555596235	0.663419503	1	1	1
55:04:00	i think it is an excellent idea	an	-4.72	2	0.797221882	0.62322319	0.889931886	0.833333333	1	1
55:05:00	i think it is an excellent idea	excellent	-2.46	8	0.780827718	0.584968711	0.861632416	1	1	1
55:06:00	i think it is an excellent idea	idea	-1.32	4	0.691913527	0.539927464	0.852051651	1	1	1
56:01:00	i think that 's the backup booklet which	think	-2.64	4	0.848501602	0.509958674	0.892166455	0.833333333	1	1
56:02:00	i think that 's the backup booklet which	that	-1.92	3	0.858494095	0.774072043	0.960537108	0.833333333	0.5	0.5
56:03:00	i think that 's the backup booklet which	's	-1.19	3	0.796203933	0.742192137	0.869276556	0.5	0.333333333	0
56:04:00	i think that 's the backup booklet which	the	-2.51	2	0.537922917	0.199520389	0.664877878	0.833333333	0.666666667	0
56:05:00	i think that 's the backup booklet which	backup	-11.93	5	0.803998716	0.760521649	0.913229789	0.333333333	0.333333333	0
56:06:00	i think that 's the backup booklet which	booklet	-11.19	6	0.753396736	0.585575782	0.889659878	0.666666667	0.166666667	0
56:07:00	i think that 's the backup booklet which	which	-6.34	3	0.851734955	0.650253999	0.915712318	0.833333333	0.833333333	0
57:01:00	i think that 's the backup folder which	think	-2.64	4	0.848501602	0.509958674	0.892166455	1	1	1
57:02:00	i think that 's the backup folder which	that	-1.92	3	0.858494095	0.774072043	0.960537108	0.666666667	0.833333333	0.333333333
57:03:00	i think that 's the backup folder which	's	-1.19	3	0.796203933	0.742192137	0.869276556	0.666666667	0.666666667	0.333333333
57:04:00	i think that 's the backup folder which	the	-2.51	2	0.537922917	0.199520389	0.664877878	1	1	0.5
57:05:00	i think that 's the backup folder which	backup	-11.93	5	0.803998716	0.760521649	0.913229789	0.333333333	0.666666667	0.333333333
57:06:00	i think that 's the backup folder which	folder	-12.78	5	0.774863673	0.647650624	0.856862521	0.833333333	0.833333333	0
57:07:00	i think that 's the backup folder which	which	-6.3	3	0.851734955	0.650253999	0.915712318	0.833333333	1	1
58:01:00	i think would have insisted somebody else move in almost immediately so	think	-2.64	4	0.848501602	0.509958674	0.892166455	1	1	0.833333333
58:02:00	i think would have insisted somebody else move in almost immediately so	would	-6.62	3	0.831415596	0.638307008	0.890644965	0.666666667	0.666666667	0.166666667
58:03:00	i think would have insisted somebody else move in almost immediately so	have	-2.83	3	0.749897515	0.655628398	0.898080459	0.5	0.666666667	0.333333333
58:04:00	i think would have insisted somebody else move in almost immediately so	insisted	-13.5	8	0.635987384	0.564666595	0.832262641	0.666666667	0.5	0.666666667
58:05:00	i think would have insisted somebody else move in almost immediately so	somebody	-10.78	7	0.75445848	0.580533262	0.849969049	0.166666667	0	0.166666667
58:06:00	i think would have insisted somebody else move in almost immediately so	else	-2.99	3	0.783060424	0.56465525	0.814726136	0.5	0	0.166666667
58:07:00	i think would have insisted somebody else move in almost immediately so	move	-10.06	3	0.449175767	0.405382986	0.5052566	0.833333333	0.5	0
58:08:00	i think would have insisted somebody else move in almost immediately so	in	-2.6	2	0.698548189	0.501917747	0.730330444	0.833333333	0.5	0
58:09:00	i think would have insisted somebody else move in almost immediately so	almost	-9.21	6	0.533334135	0.474215416	0.788673031	0.333333333	0.166666667	0.333333333
58:10:00	i think would have insisted somebody else move in almost immediately so	immediately	-10.02	9	0.625759709	0.484792301	0.659373906	1	1	0.833333333
58:11:00	i think would have insisted somebody else move in almost immediately so	so	-5.12	2	0.827959454	0.786175267	0.945709785	0.666666667	0.833333333	0.833333333
59:01:00	i think would have insisted somebody else move in almost unk so	think	-2.64	4	0.848501602	0.509958674	0.892166455	1	0.833333333	0.666666667
59:02:00	i think would have insisted somebody else move in almost unk so	would	-6.62	3	0.831415596	0.638307008	0.890644965	1	0.833333333	0
59:03:00	i think would have insisted somebody else move in almost unk so	have	-2.83	3	0.749897515	0.655628398	0.898080459	0.833333333	0.666666667	0
59:04:00	i think would have insisted somebody else move in almost unk so	insisted	-13.5	8	0.635987384	0.564666595	0.832262641	0.666666667	0.666666667	0.5
59:05:00	i think would have insisted somebody else move in almost unk so	somebody	-10.78	7	0.75445848	0.580533262	0.849969049	0.333333333	0	0.333333333
59:06:00	i think would have insisted somebody else move in almost unk so	else	-2.99	3	0.783060424	0.56465525	0.814726136	0.333333333	0.333333333	0.166666667
59:07:00	i think would have insisted somebody else move in almost unk so	move	-10.06	3	0.449175767	0.405382986	0.5052566	1	0.833333333	0
59:08:00	i think would have insisted somebody else move in almost unk so	in	-2.6	2	0.698548189	0.501917747	0.730330444	1	0.833333333	0
59:09:00	i think would have insisted somebody else move in almost unk so	almost	-9.21	6	0.533334135	0.474215416	0.788673031	0.166666667	0.166666667	0
59:11:00	i think would have insisted somebody else move in almost unk so	so	-4.92	2	0.827959454	0.786175267	0.945709785	0.666666667	0.5	0
60:01:00	i 'm not much of a deep mind	'm	-3.14	2	0.79305587	0.646962235	0.915118922	0.833333333	0.833333333	0.666666667
60:02:00	i 'm not much of a deep mind	not	-1.97	3	0.83510231	0.774108485	0.955440843	1	1	0.833333333
60:03:00	i 'm not much of a deep mind	much	-5.55	3	0.816753897	0.746758217	0.928708972	1	1	0.666666667
60:04:00	i 'm not much of a deep mind	of	-1.76	2	0.759014466	0.64002209	0.893290755	1	1	0.666666667
60:05:00	i 'm not much of a deep mind	a	-0.31	1	0.761481519	0.680891232	0.928979461	1	1	0.666666667
60:06:00	i 'm not much of a deep mind	deep	-8.53	3	0.681900972	0.670523993	0.802667911	1	0.666666667	0
60:07:00	i 'm not much of a deep mind	mind	-8.27	4	0.65917505	0.62742921	0.827034324	1	0.666666667	0
61:01:00	i 'm not much of a deep unk	'm	-3.14	2	0.79305587	0.646962235	0.915118922	0.666666667	0.833333333	0.666666667
61:02:00	i 'm not much of a deep unk	not	-1.97	3	0.83510231	0.774108485	0.955440843	1	1	1
61:03:00	i 'm not much of a deep unk	much	-5.55	3	0.816753897	0.746758217	0.928708972	1	1	1
61:04:00	i 'm not much of a deep unk	of	-1.76	2	0.759014466	0.64002209	0.893290755	1	1	1
61:05:00	i 'm not much of a deep unk	a	-0.31	1	0.761481519	0.680891232	0.928979461	1	1	1
61:06:00	i 'm not much of a deep unk	deep	-8.53	3	0.681900972	0.670523993	0.802667911	1	1	0.333333333
62:01:00	is he some sort of unk unk	he	-6.26	2	0.646541566	0.456382688	0.733534039	1	1	0.333333333
62:02:00	is he some sort of unk unk	some	-7.43	3	0.82445674	0.931530056	0.942474391	1	1	0.333333333
62:03:00	is he some sort of unk unk	sort	-3.31	4	0.817611179	0.533039132	0.886485191	1	1	0.333333333
62:04:00	is he some sort of unk unk	of	-0.02	2	0.759014466	0.64002209	0.893290755	1	1	0.333333333
63:01:00	is he some sort of unk unk	he	-6.26	2	0.646541566	0.456382688	0.733534039	0.833333333	1	0.333333333
63:02:00	is he some sort of unk unk	some	-7.43	3	0.82445674	0.931530056	0.942474391	1	1	0.5
63:03:00	is he some sort of unk unk	sort	-3.31	4	0.817611179	0.533039132	0.886485191	1	1	0.5
63:04:00	is he some sort of unk unk	of	-0.02	2	0.759014466	0.64002209	0.893290755	1	1	0.5
64:01:00	is that you have a abstract which is the unk	that	-2.66	3	0.858494095	0.774072043	0.960537108	0.833333333	0.5	0.166666667
64:02:00	is that you have a abstract which is the unk	you	-2.72	2	0.589431956	0.634635308	0.557849016	0.666666667	0.666666667	0.666666667
64:03:00	is that you have a abstract which is the unk	have	-2.89	3	0.749897515	0.655628398	0.898080459	0.666666667	0.833333333	0.666666667
64:04:00	is that you have a abstract which is the unk	a	-1.94	1	0.761481519	0.680891232	0.928979461	0	0	0
64:05:00	is that you have a abstract which is the unk	abstract	-12.71	8	0.842548807	0.795634646	0.925081702	1	1	0.833333333
